iter	Logloss
263	0.005429318539
264	0.005386088793
265	0.005338587774
266	0.005302845925
267	0.005255069341
268	0.005222669404
269	0.005175081258
270	0.005148267949
271	0.005102985641
272	0.005057322067
273	0.005034556808
274	0.004992906162
275	0.004959121642
276	0.004938041185
277	0.004902930503
278	0.004886502247
279	0.00485129532
280	0.004825635267
281	0.004803722371
282	0.004781430571
283	0.004767267292
284	0.004734741054
285	0.004715600365
286	0.004692929325
287	0.004672032915
288	0.0046403739
289	0.004611425629
290	0.004589740683
291	0.004568158398
292	0.004540890877
293	0.004521171365
294	0.004488117296
295	0.004456111797
296	0.00442560874
297	0.004393643428
298	0.00436730324
299	0.004348071033
300	0.00432752516
301	0.004298747768
302	0.004273697607
303	0.004242871368
304	0.00421887957
305	0.004206764462
306	0.004178024216
307	0.004150288639
308	0.004124604271
309	0.004094853955
310	0.004076665252
311	0.004046534681
312	0.004031942519
313	0.004005631374
314	0.003978888982
315	0.003954159302
316	0.003931279898
317	0.00392173066
318	0.00390581031
319	0.003881635477
320	0.003857029396
321	0.003845816969
322	0.003829267815
323	0.003817499528
324	0.003804132553
325	0.003786099193
326	0.003762324201
327	0.003741911721
328	0.003720463166
329	0.003692504029
330	0.003669737081
331	0.003660306714
332	0.00364677055
333	0.003630623939
334	0.00361603718
335	0.003591149117
336	0.003567424442
337	0.003553326339
338	0.00353610009
339	0.003522302544
340	0.003509706884
341	0.003498771711
342	0.00349124768
343	0.003478381519
344	0.003458668422
345	0.003449388672
346	0.003437868596
347	0.003422203888
348	0.003409535621
349	0.00339490361
350	0.003382427159
351	0.003372048859
352	0.003355837746
353	0.00333614525
354	0.003316904938
355	0.003309034423
356	0.003295600583
357	0.003280936827
358	0.003262102435
359	0.003242899608
360	0.003232310581
361	0.003213446809
362	0.003202081064
363	0.003186412979
364	0.003174779098
365	0.003155626589
366	0.003138881567
367	0.003123905436
368	0.003111397916
369	0.003102781415
370	0.003093223058
371	0.003079903362
372	0.003069055317
373	0.003056763252
374	0.003039571449
375	0.003029906041
376	0.003020478713
377	0.003008285258
378	0.002997757693
379	0.002987826512
380	0.002971374279
381	0.002957389307
382	0.00294132746
383	0.002926404686
384	0.002911867231
385	0.002897867062
386	0.002887994642
387	0.00287765484
388	0.00286241969
389	0.00285124745
390	0.002836369252
391	0.002829072496
392	0.002815403276
393	0.002807443439
394	0.00279199199
395	0.002783033058
396	0.002769042851
397	0.00275946609
398	0.002743295333
399	0.002737451883
400	0.002725364466
401	0.002711673296
402	0.002698436337
403	0.002693339718
404	0.002679076478
405	0.002670509619
406	0.002663318901
407	0.002653573458
408	0.002640506701
409	0.002631688591
410	0.002619440427
411	0.002609422794
412	0.002591545453
413	0.002579395562
414	0.002567342591
415	0.002562824457
416	0.002554306565
417	0.002547714258
418	0.002534145336
419	0.002526511552
420	0.002513489541
421	0.002501860894
422	0.002491219523
423	0.002481261664
424	0.002474822843
425	0.002464992298
426	0.002458992153
427	0.002449141008
428	0.002438056233
429	0.002426947818
430	0.002415638976
431	0.002406839946
432	0.002395453264
433	0.002383961556
434	0.002371763035
435	0.002362626301
436	0.002355457703
437	0.002348908284
438	0.002342122641
439	0.002330227884
440	0.00231928258
441	0.002314084819
442	0.002306590675
443	0.002296448429
444	0.00228800213
445	0.002282452651
446	0.002273004555
447	0.00226284458
448	0.002253187446
449	0.002249509349
450	0.002240880015
451	0.002232554614
452	0.002227274115
453	0.002223217791
454	0.002213715832
455	0.002208343309
456	0.002201587553
457	0.002196435381
458	0.0021870322
459	0.002181248016
460	0.002173692072
461	0.002164845426
462	0.002155715278
463	0.002150195178
464	0.002142639066
465	0.002137104276
466	0.002127753439
467	0.002121330658
468	0.002111120535
469	0.002101472012
470	0.002093031454
471	0.002084145127
472	0.002074969389
473	0.002069016692
474	0.002062938538
475	0.00205510078
476	0.002049307816
477	0.002042011735
478	0.002038142161
479	0.002030191273
480	0.002020933135
481	0.002013468202
482	0.002009255353
483	0.002003771725
484	0.001998402242
485	0.001994845043
486	0.001990145901
487	0.001982906554
488	0.001976960779
489	0.001969488754
490	0.001962559757
491	0.001956612632
492	0.001948910124
493	0.001943917518
494	0.00193526657
495	0.001928181891
496	0.001920886317
497	0.001916661816
498	0.001910748293
499	0.001905125025
500	0.001898397467
501	0.001890863643
502	0.001885209475
503	0.001881261216
504	0.001876601079
505	0.001873527303
506	0.001868177406
507	0.001861806801
508	0.001856284506
509	0.001848708469
510	0.001846026598
511	0.001839392921
512	0.001835807862
513	0.001830897824
514	0.001824781172
515	0.00181833509
516	0.001811632185
517	0.00180620107
518	0.001799907968
519	0.001796988691
520	0.001790748271
521	0.001784885571
522	0.001777643185
523	0.001772191639
524	0.001766272375
525	0.001760662953
526	0.001754522661
527	0.001748511372
528	0.00174230354
529	0.00173478373
530	0.001730172898
531	0.001725641931
532	0.001719783791
533	0.001715269035
534	0.001708521384
535	0.0017047077
536	0.001700996339
537	0.001695647118
538	0.001692328845
539	0.001687119264
540	0.00168188807
541	0.001676361554
542	0.001670961339
543	0.001665143048
544	0.001659220406
545	0.001653728674
546	0.001647635999
547	0.001642619922
548	0.001637449008
549	0.001634080923
550	0.001628103405
551	0.001624480861
552	0.001618513642
553	0.001613258978
554	0.001608153409
555	0.001603167726
556	0.001598390236
557	0.001595167533
558	0.001589430966
559	0.001586403962
560	0.001582833255
561	0.001579830228
562	0.001575196769
563	0.00156975164
564	0.001567119411
565	0.001562518033
566	0.001558010031
567	0.001552629741
568	0.001547084652
569	0.001542209566
570	0.001537310503
571	0.001532401309
572	0.001527756875
573	0.001525149467
574	0.001523221181
575	0.001518367877
576	0.001513864771
577	0.001509024469
578	0.001506613604
579	0.001503884623
580	0.001498732959
581	0.001496774617
582	0.001493664031
583	0.001491587831
584	0.001487124743
585	0.001482522859
586	0.001478893899
587	0.001474526719
588	0.001470412141
589	0.001465497375
590	0.00146071178
591	0.001458373016
592	0.001454385077
593	0.001450344962
594	0.001447167174
595	0.001442819074
596	0.001438498497
597	0.001433478368
598	0.00142892697
599	0.001424321034
600	0.00141977808
601	0.001415561431
602	0.001411488306
603	0.001407412733
604	0.001403226393
605	0.00140119992
606	0.0013976694
607	0.001393505264
608	0.001390113118
609	0.001386596528
610	0.001383004631
611	0.001379325268
612	0.001375467007
613	0.001372126277
614	0.001368465657
615	0.001364278726
616	0.001360207965
617	0.00135700831
618	0.001352807871
619	0.001349233872
620	0.001345522934
621	0.001341826602
622	0.001338184893
623	0.001334895831
624	0.001331348173
625	0.001327974009
626	0.001324164462
627	0.001320728162
628	0.001316851496
629	0.001313428112
630	0.001309970199
631	0.001306673707
632	0.001304576569
633	0.001301378096
634	0.00129819997
635	0.001294731587
636	0.00129156393
637	0.001289500562
638	0.001286288412
639	0.001283052285
640	0.001283052285
641	0.001279848831
642	0.001276582564
643	0.00127341001
644	0.001270298157
645	0.001267159796
646	0.001264059003
647	0.001260933221
648	0.001257954762
649	0.001254903358
650	0.001251582552
651	0.001248428065
652	0.001245098563
653	0.001242194145
654	0.001239153717
655	0.001236242714
656	0.001233270249
657	0.001230290017
658	0.001227129198
659	0.001224383079
660	0.001221684491
661	0.001218615189
662	0.00121551026
663	0.00121257452
664	0.001209514253
665	0.001206492061
666	0.001203410771
667	0.001200488117
668	0.001197484836
669	0.001194492785
670	0.001191774441
671	0.001189048415
672	0.001186348477
673	0.001183481797
674	0.001180548168
675	0.001177737716
676	0.001174940097
677	0.001171776576
678	0.001168946031
679	0.001166327817
680	0.001163546999
681	0.001160962386
682	0.001158318759
683	0.001155631907
684	0.001153069751
685	0.001150614141
686	0.001147993563
687	0.001145376362
688	0.001142834384
689	0.001140140356
690	0.001137648696
691	0.001135078436
692	0.001132576222
693	0.001129875862
694	0.001127423207
695	0.001124871098
696	0.00112222629
697	0.001119725258
698	0.001117328746
699	0.001114664773
700	0.001112081005
701	0.001109721978
702	0.001107329856
703	0.001105019459
704	0.001102572038
705	0.00110008958
706	0.001097779098
707	0.001095299005
708	0.001092716249
709	0.001090431348
710	0.001088034921
711	0.001085654365
712	0.001083240293
713	0.001080971348
714	0.001078755677
715	0.001076319062
716	0.001074053242
717	0.001071810131
718	0.001069572087
719	0.001067350336
720	0.001065129599
721	0.001062907004
722	0.001060620668
723	0.001058539149
724	0.00105642006
725	0.001054150356
726	0.00105201759
727	0.00104989141
728	0.001047787855
729	0.001045604941
730	0.00104357146
731	0.001041354269
732	0.001039197695
733	0.001037158557
734	0.001035018616
735	0.001032998812
736	0.001030941861
737	0.001028973725
738	0.001026796214
739	0.00102480368
740	0.001022655802
741	0.001020652377
742	0.001018488458
743	0.001016490351
744	0.001014359443
745	0.001012395445
746	0.001010410509
747	0.001008470909
748	0.001006552585
749	0.001004616363
750	0.001004180219
751	0.001002293639
752	0.001000344584
753	0.001000343065
754	0.0009984431456
755	0.0009964451236
756	0.0009944346066
757	0.0009934453046
758	0.0009914276958
759	0.0009914052385
760	0.0009893465988
761	0.0009893489627
762	0.0009893348636
763	0.0009873655464
764	0.0009873755931
765	0.0009873578636
766	0.0009873699365
767	0.0009873532202
768	0.0009854258626
769	0.0009834951281
770	0.0009825264259
771	0.0009825142686
772	0.0009805568555
773	0.0009785957276
774	0.0009786010464
775	0.0009766418603
776	0.0009748220613
777	0.0009728018353
778	0.0009708855375
779	0.0009708843555
780	0.0009708811474
781	0.0009690238632
782	0.0009672422247
783	0.0009672390165
784	0.0009652769599
785	0.000963441711
786	0.0009615948112
787	0.000961602494
788	0.0009604341248
789	0.0009604378395
790	0.0009604263576
791	0.0009604327739
792	0.0009604107388
793	0.0009604239092
794	0.000960422474
795	0.0009604205322
796	0.0009604203633
797	0.000960404238
798	0.0009585640923
799	0.0009567198942
800	0.0009557592126
801	0.0009539028572
802	0.0009538879982
803	0.0009520026847
804	0.0009520026003
805	0.0009519888389
806	0.0009520057241
807	0.00095199382
808	0.0009519731357
809	0.0009519760062
810	0.0009519704341
811	0.0009501608505
812	0.0009501515637
813	0.0009483509293
814	0.0009483639309
815	0.0009483505916
816	0.0009483505916
817	0.0009483505916
818	0.0009465441319
819	0.0009461566173
820	0.0009443586001
821	0.0009443503264
822	0.0009424676301
823	0.0009414484413
824	0.0009414423626
825	0.0009414423626
826	0.0009414423626
827	0.0009414423626
828	0.0009414423626
829	0.0009396534635
830	0.0009378201563
831	0.0009378266571
832	0.0009359697951
833	0.0009359697951
834	0.0009357730829
835	0.0009357492748
836	0.0009339788649
837	0.0009339831706
838	0.0009339603756
839	0.0009328751659
840	0.0009324899307
841	0.0009306534998
842	0.0009288720301
843	0.0009288814014
844	0.0009288799661
845	0.0009288817391
846	0.0009288817391
847	0.0009288817391
848	0.0009288817391
849	0.0009288817391
850	0.0009288817391
851	0.0009288662892
852	0.0009288749006
853	0.0009288796284
854	0.000928874985
855	0.0009288669646
856	0.0009288640941
857	0.0009288640941
858	0.0009288640941
859	0.0009288640941
860	0.0009288640941
861	0.0009288640941
862	0.0009288640941
863	0.0009288640941
864	0.0009288640941
865	0.0009288640941
866	0.0009288640941
867	0.0009288640941
868	0.0009288640941
869	0.0009288640941
870	0.0009288640941
871	0.0009288640941
872	0.0009288640941
873	0.0009288640941
874	0.0009288640941
875	0.0009288640941
876	0.0009288640941
877	0.0009288640941
878	0.0009288640941
879	0.0009288640941
880	0.0009288640941
881	0.0009271352217
882	0.0009271185054
883	0.0009271255971
884	0.0009271105693
885	0.0009271050817
886	0.0009271077833
887	0.0009271244152
888	0.0009271002694
889	0.0009270892096
890	0.0009271228955
891	0.0009271083743
892	0.0009271131021
893	0.0009271088808
894	0.0009253819502
895	0.0009253849051
896	0.0009254036477
897	0.000925398751
898	0.000925398751
899	0.000925398751
900	0.000925398751
901	0.000925398751
902	0.000925398751
903	0.000925398751
904	0.000925398751
905	0.000925398751
906	0.0009250444157
907	0.0009250369862
908	0.0009250369862
909	0.0009250304854
910	0.0009250267707
911	0.000925030992
912	0.0009250157953
913	0.0009250340313
914	0.0009250181593
915	0.0009250323428
916	0.0009250225494
917	0.0009250239002
918	0.000925021283
919	0.000925025842
920	0.0009250019495
921	0.0009250130937
922	0.0009250190035
923	0.0009250058331
924	0.0009250314985
925	0.0009249999233
926	0.0009249999233
927	0.0009249999233
928	0.0009249999233
929	0.0009249999233
930	0.0009249999233
931	0.0009249999233
932	0.0009249999233
933	0.0009249999233
934	0.0009249999233
935	0.0009249999233
936	0.0009249999233
937	0.0009249999233
938	0.0009249999233
939	0.0009249999233
940	0.0009249999233
941	0.0009249999233
942	0.0009249999233
943	0.0009249999233
944	0.0009249999233
945	0.0009249999233
946	0.0009249999233
947	0.0009249999233
948	0.0009249999233
949	0.0009249999233
950	0.0009249999233
951	0.0009249999233
952	0.0009249999233
953	0.0009249999233
954	0.0009249999233
955	0.0009249999233
956	0.0009249999233
957	0.0009249999233
958	0.0009249999233
959	0.0009249999233
960	0.0009249999233
961	0.0009249999233
962	0.0009249999233
963	0.0009249999233
964	0.0009249999233
965	0.0009249999233
966	0.0009249999233
967	0.0009249999233
968	0.0009249999233
969	0.0009249999233
970	0.0009249999233
971	0.0009249999233
972	0.0009249999233
973	0.0009249999233
974	0.0009249999233
975	0.0009249999233
976	0.0009249999233
977	0.0009249999233
978	0.0009249999233
979	0.0009249999233
980	0.0009249999233
981	0.0009249999233
982	0.0009249999233
983	0.0009249999233
984	0.0009249999233
985	0.0009249999233
986	0.0009249999233
987	0.0009249999233
988	0.0009249999233
989	0.0009249999233
990	0.0009249999233
991	0.0009249999233
992	0.0009249999233
993	0.0009249999233
994	0.0009249999233
995	0.0009249999233
996	0.0009249999233
997	0.0009249999233
998	0.0009249999233
999	0.0009249999233
